year,month,day,daily_precip_in,max_air_temp_F,min_air_temp_F,mean_air_temp_F,SWE_in,datetime
1995,8,30,nan,65.4,48.92,53.04,nan,1995-08-30
1995,8,31,nan,72.61,48.92,61.28,nan,1995-08-31
1995,9,1,nan,78.79,58.19,67.46,nan,1995-09-01
1995,9,2,nan,82.91,58.19,68.49,nan,1995-09-02
1995,9,3,nan,80.85,50.98,62.31,0.0,1995-09-03
1995,9,4,nan,56.13,46.86,49.95,0.0,1995-09-04
1995,9,5,nan,56.13,44.8,47.89,0.0,1995-09-05
1995,9,6,nan,60.25,44.8,49.95,0.0,1995-09-06
1995,9,7,nan,53.04,46.86,48.92,0.0,1995-09-07
1995,9,8,nan,65.4,47.89,56.13,0.0,1995-09-08
1995,9,9,nan,73.64,55.1,62.31,0.0,1995-09-09
1995,9,10,nan,71.58,53.04,60.25,0.0,1995-09-10
1995,9,11,nan,65.4,49.95,56.13,0.0,1995-09-11
1995,9,12,nan,68.49,50.98,58.19,0.0,1995-09-12
1995,9,13,nan,78.79,53.04,65.4,0.0,1995-09-13
1995,9,14,nan,80.85,59.22,68.49,0.0,1995-09-14
1995,9,15,nan,76.73,57.16,64.37,0.0,1995-09-15
1995,9,16,nan,72.61,52.01,60.25,0.0,1995-09-16
1995,9,17,nan,52.01,47.89,49.95,0.0,1995-09-17
1995,9,18,nan,53.04,46.86,48.92,0.0,1995-09-18
1995,9,19,nan,63.34,46.86,53.04,0.0,1995-09-19
1995,9,20,nan,65.4,49.95,57.16,0.0,1995-09-20
1995,9,21,nan,69.52,46.86,57.16,0.0,1995-09-21
1995,9,22,nan,76.73,55.1,62.31,0.0,1995-09-22
1995,9,23,nan,74.67,57.16,63.34,0.0,1995-09-23
1995,9,24,nan,73.64,49.95,59.22,0.0,1995-09-24
1995,9,25,nan,53.04,44.8,47.89,0.0,1995-09-25
1995,9,26,nan,53.04,43.77,46.86,0.0,1995-09-26
1995,9,27,nan,47.89,43.77,45.83,0.0,1995-09-27
1995,9,28,nan,45.83,41.71,43.77,0.0,1995-09-28
1995,9,29,nan,50.98,41.71,44.8,0.0,1995-09-29
1995,9,30,nan,45.83,35.53,41.71,0.0,1995-09-30
1995,10,1,0.2,48.92,37.59,42.74,0.0,1995-10-01
1995,10,2,2.1,49.95,39.65,45.83,0.0,1995-10-02
1995,10,3,1.6,43.77,36.56,38.62,0.0,1995-10-03
1995,10,4,0.3,49.95,36.56,40.68,0.0,1995-10-04
1995,10,5,0.0,56.13,41.71,46.86,0.0,1995-10-05
1995,10,6,0.5,46.86,38.62,40.68,0.0,1995-10-06
1995,10,7,0.2,46.86,38.62,41.71,0.0,1995-10-07
1995,10,8,0.5,42.74,37.59,40.68,0.0,1995-10-08
1995,10,9,1.2,42.74,37.59,39.65,0.0,1995-10-09
1995,10,10,3.6,45.83,35.53,41.71,0.0,1995-10-10
1995,10,11,0.8,40.68,34.5,36.56,0.0,1995-10-11
1995,10,12,0.4,40.68,33.47,36.56,0.0,1995-10-12
1995,10,13,0.1,52.01,35.53,43.77,0.0,1995-10-13
1995,10,14,0.5,68.49,47.89,54.07,0.0,1995-10-14
1995,10,15,0.7,65.4,42.74,53.04,0.0,1995-10-15
1995,10,16,1.7,43.77,39.65,41.71,0.0,1995-10-16
1995,10,17,1.2,44.8,34.5,39.65,0.0,1995-10-17
1995,10,18,0.0,45.83,34.5,38.62,0.0,1995-10-18
1995,10,19,0.0,54.07,43.77,48.92,0.0,1995-10-19
1995,10,20,0.6,52.01,36.56,40.68,0.0,1995-10-20
1995,10,21,0.8,36.56,30.38,33.47,0.0,1995-10-21
1995,10,22,0.0,42.74,30.38,35.53,0.0,1995-10-22
1995,10,23,0.3,47.89,34.5,40.68,0.0,1995-10-23
1995,10,24,0.0,39.65,33.47,35.53,0.0,1995-10-24
1995,10,25,1.8,42.74,34.5,37.59,0.0,1995-10-25
1995,10,26,0.8,37.59,32.44,35.53,0.0,1995-10-26
1995,10,27,0.1,38.62,30.38,33.47,0.0,1995-10-27
1995,10,28,0.0,38.62,29.35,33.47,0.0,1995-10-28
1995,10,29,0.0,42.74,29.35,34.5,0.0,1995-10-29
1995,10,30,0.0,40.68,28.32,32.44,0.0,1995-10-30
1995,10,31,0.0,37.59,26.26,30.38,0.0,1995-10-31
1995,11,1,0.0,35.53,24.2,29.35,0.0,1995-11-01
1995,11,2,0.0,40.68,28.32,31.41,0.0,1995-11-02
1995,11,3,0.0,46.86,28.32,36.56,0.0,1995-11-03
1995,11,4,0.7,44.8,28.32,36.56,0.0,1995-11-04
1995,11,5,1.0,31.41,27.29,30.38,0.7,1995-11-05
1995,11,6,0.5,35.53,24.2,29.35,1.6,1995-11-06
1995,11,7,6.3,44.8,30.38,40.68,2.0,1995-11-07
1995,11,8,3.4,45.83,28.32,39.65,0.4,1995-11-08
1995,11,9,0.3,29.35,27.29,28.32,0.2,1995-11-09
1995,11,10,1.5,42.74,26.26,31.41,0.2,1995-11-10
1995,11,11,1.4,44.8,34.5,38.62,0.0,1995-11-11
1995,11,12,0.1,36.56,33.47,34.5,0.0,1995-11-12
1995,11,13,2.6,47.89,35.53,44.8,0.0,1995-11-13
1995,11,14,0.6,55.1,45.83,48.92,0.0,1995-11-14
1995,11,15,1.0,54.07,39.65,44.8,0.0,1995-11-15
1995,11,16,0.0,47.89,36.56,42.74,0.0,1995-11-16
1995,11,17,0.5,53.04,41.71,47.89,0.0,1995-11-17
1995,11,18,0.5,36.56,36.56,36.56,0.0,1995-11-18
1995,11,19,0.1,39.65,39.65,39.65,0.0,1995-11-19
1995,11,20,0.0,nan,nan,nan,0.0,1995-11-20
1995,11,21,0.2,nan,nan,nan,0.0,1995-11-21
1995,11,22,1.7,nan,nan,nan,0.0,1995-11-22
1995,11,23,2.3,nan,nan,nan,0.0,1995-11-23
1995,11,24,2.0,nan,nan,nan,0.0,1995-11-24
1995,11,25,0.3,nan,nan,nan,0.0,1995-11-25
1995,11,26,1.6,nan,nan,nan,0.0,1995-11-26
1995,11,27,3.1,40.68,29.35,33.47,0.9,1995-11-27
1995,11,28,7.6,44.8,41.71,43.77,1.3,1995-11-28
1995,11,29,3.6,44.8,36.56,41.71,0.3,1995-11-29
1995,11,30,1.6,35.53,30.38,33.47,0.1,1995-11-30
1995,12,1,1.3,31.41,28.32,29.35,0.3,1995-12-01
1995,12,2,0.3,29.35,25.23,26.26,1.4,1995-12-02
1995,12,3,1.2,36.56,26.26,29.35,1.6,1995-12-03
1995,12,4,0.8,27.29,20.08,23.17,2.7,1995-12-04
1995,12,5,0.6,28.32,18.02,21.11,3.5,1995-12-05
1995,12,6,0.3,30.38,18.02,24.2,4.1,1995-12-06
1995,12,7,0.0,29.35,15.96,22.14,4.4,1995-12-07
1995,12,8,0.0,29.35,14.93,21.11,4.4,1995-12-08
1995,12,9,0.5,40.68,28.32,35.53,4.4,1995-12-09
1995,12,10,0.6,45.83,37.59,40.68,3.7,1995-12-10
1995,12,11,0.5,43.77,36.56,38.62,2.2,1995-12-11
1995,12,12,1.0,46.86,34.5,39.65,1.5,1995-12-12
1995,12,13,0.7,34.5,30.38,32.44,0.2,1995-12-13
1995,12,14,0.9,35.53,29.35,31.41,0.1,1995-12-14
1995,12,15,0.4,33.47,30.38,31.41,0.7,1995-12-15
1995,12,16,0.3,36.56,28.32,31.41,1.0,1995-12-16
1995,12,17,0.1,36.56,33.47,35.53,1.3,1995-12-17
1995,12,18,0.4,36.56,32.44,34.5,1.4,1995-12-18
1995,12,19,0.0,38.62,31.41,33.47,1.0,1995-12-19
1995,12,20,0.0,37.59,30.38,33.47,0.9,1995-12-20
1995,12,21,0.1,35.53,30.38,32.44,0.8,1995-12-21
1995,12,22,0.0,36.56,29.35,32.44,0.8,1995-12-22
1995,12,23,0.0,43.77,30.38,37.59,0.8,1995-12-23
1995,12,24,0.1,43.77,37.59,40.68,0.8,1995-12-24
1995,12,25,0.0,41.71,33.47,36.56,0.7,1995-12-25
1995,12,26,0.0,44.8,35.53,39.65,0.6,1995-12-26
1995,12,27,0.1,42.74,32.44,38.62,0.6,1995-12-27
1995,12,28,0.3,36.56,32.44,34.5,0.6,1995-12-28
1995,12,29,1.7,38.62,30.38,35.53,0.5,1995-12-29
1995,12,30,1.5,38.62,31.41,35.53,0.3,1995-12-30
1995,12,31,1.3,36.56,30.38,34.5,0.3,1995-12-31
1996,1,1,0.2,38.62,33.47,35.53,0.1,1996-01-01
1996,1,2,1.6,40.68,34.5,39.65,0.2,1996-01-02
1996,1,3,2.0,36.56,28.32,31.41,0.2,1996-01-03
1996,1,4,0.8,28.32,25.23,26.26,1.2,1996-01-04
1996,1,5,0.4,34.5,24.2,27.29,1.9,1996-01-05
1996,1,6,1.2,41.71,34.5,39.65,2.1,1996-01-06
1996,1,7,2.4,40.68,36.56,38.62,1.6,1996-01-07
1996,1,8,0.0,39.65,34.5,36.56,0.4,1996-01-08
1996,1,9,0.7,40.68,31.41,35.53,0.1,1996-01-09
1996,1,10,0.3,34.5,30.38,32.44,0.2,1996-01-10
1996,1,11,0.0,46.86,31.41,38.62,0.0,1996-01-11
1996,1,12,0.0,48.92,30.38,42.74,0.0,1996-01-12
1996,1,13,1.8,37.59,30.38,34.5,0.0,1996-01-13
1996,1,14,2.3,40.68,36.56,38.62,0.2,1996-01-14
1996,1,15,2.5,40.68,29.35,34.5,0.3,1996-01-15
1996,1,16,0.3,28.32,21.11,24.2,0.3,1996-01-16
1996,1,17,0.3,27.29,19.05,22.14,0.6,1996-01-17
1996,1,18,0.4,26.26,16.99,23.17,0.9,1996-01-18
1996,1,19,0.2,26.26,21.11,23.17,0.9,1996-01-19
1996,1,20,1.0,30.38,24.2,27.29,1.1,1996-01-20
1996,1,21,0.7,28.32,22.14,25.23,2.0,1996-01-21
1996,1,22,0.4,25.23,22.14,23.17,2.7,1996-01-22
1996,1,23,1.4,26.26,24.2,24.2,3.1,1996-01-23
1996,1,24,1.0,29.35,21.11,24.2,4.5,1996-01-24
1996,1,25,0.4,28.32,19.05,21.11,5.5,1996-01-25
1996,1,26,1.1,29.35,18.02,21.11,5.9,1996-01-26
1996,1,27,0.7,29.35,13.9,19.05,7.0,1996-01-27
1996,1,28,0.9,21.11,11.84,16.99,7.7,1996-01-28
1996,1,29,0.0,21.11,4.63,10.81,8.6,1996-01-29
1996,1,30,0.0,18.02,3.6,9.78,8.6,1996-01-30
1996,1,31,0.0,26.26,10.81,18.02,8.6,1996-01-31
1996,2,1,0.0,31.41,12.87,20.08,8.6,1996-02-01
1996,2,2,0.0,29.35,11.84,21.11,8.6,1996-02-02
1996,2,3,0.0,41.71,26.26,33.47,8.6,1996-02-03
1996,2,4,0.5,49.95,33.47,39.65,8.6,1996-02-04
1996,2,5,0.4,41.71,34.5,36.56,9.1,1996-02-05
1996,2,6,3.8,41.71,32.44,37.59,7.1,1996-02-06
1996,2,7,2.3,41.71,36.56,38.62,6.1,1996-02-07
1996,2,8,5.8,44.8,30.38,39.65,5.0,1996-02-08
1996,2,9,0.3,35.53,24.2,28.32,2.6,1996-02-09
1996,2,10,0.3,48.92,28.32,40.68,2.6,1996-02-10
1996,2,11,0.0,54.07,42.74,46.86,2.4,1996-02-11
1996,2,12,0.0,63.34,45.83,53.04,2.4,1996-02-12
1996,2,13,0.0,61.28,46.86,52.01,1.9,1996-02-13
1996,2,14,0.0,62.31,44.8,49.95,1.3,1996-02-14
1996,2,15,0.0,61.28,48.92,53.04,0.9,1996-02-15
1996,2,16,0.0,55.1,41.71,45.83,0.2,1996-02-16
1996,2,17,1.2,45.83,38.62,40.68,0.0,1996-02-17
1996,2,18,0.9,40.68,30.38,36.56,0.0,1996-02-18
1996,2,19,0.9,35.53,30.38,32.44,0.0,1996-02-19
1996,2,20,0.8,39.65,25.23,32.44,0.7,1996-02-20
1996,2,21,0.0,37.59,22.14,26.26,1.3,1996-02-21
1996,2,22,1.1,26.26,21.11,23.17,1.3,1996-02-22
1996,2,23,0.9,28.32,22.14,23.17,2.4,1996-02-23
1996,2,24,0.0,32.44,18.02,23.17,3.3,1996-02-24
1996,2,25,0.0,38.62,18.02,23.17,3.3,1996-02-25
1996,2,26,0.1,35.53,15.96,20.08,3.3,1996-02-26
1996,2,27,0.0,26.26,13.9,16.99,3.3,1996-02-27
1996,2,28,0.0,29.35,13.9,21.11,3.1,1996-02-28
1996,2,29,0.0,47.89,20.08,32.44,3.1,1996-02-29
1996,3,1,0.0,55.1,30.38,36.56,2.7,1996-03-01
1996,3,2,0.0,54.07,31.41,37.59,2.0,1996-03-02
1996,3,3,0.5,35.53,31.41,33.47,1.5,1996-03-03
1996,3,4,0.1,44.8,29.35,34.5,2.0,1996-03-04
1996,3,5,0.2,36.56,27.29,30.38,1.9,1996-03-05
1996,3,6,0.4,35.53,29.35,31.41,2.0,1996-03-06
1996,3,7,0.1,39.65,33.47,36.56,2.2,1996-03-07
1996,3,8,0.2,59.22,38.62,47.89,2.3,1996-03-08
1996,3,9,0.3,52.01,40.68,45.83,1.3,1996-03-09
1996,3,10,0.6,46.86,39.65,40.68,0.4,1996-03-10
1996,3,11,0.4,42.74,33.47,38.62,0.2,1996-03-11
1996,3,12,0.1,37.59,30.38,32.44,0.1,1996-03-12
1996,3,13,0.1,44.8,27.29,35.53,0.0,1996-03-13
1996,3,14,0.2,59.22,37.59,45.83,0.0,1996-03-14
1996,3,15,0.4,36.56,28.32,31.41,0.0,1996-03-15
1996,3,16,0.2,36.56,27.29,30.38,0.0,1996-03-16
1996,3,17,0.0,39.65,29.35,33.47,0.0,1996-03-17
1996,3,18,0.2,55.1,33.47,43.77,0.0,1996-03-18
1996,3,19,0.4,40.68,30.38,32.44,0.0,1996-03-19
1996,3,20,0.0,38.62,27.29,32.44,0.0,1996-03-20
1996,3,21,0.3,48.92,29.35,35.53,0.0,1996-03-21
1996,3,22,0.7,32.44,28.32,29.35,0.3,1996-03-22
1996,3,23,0.2,35.53,26.26,29.35,0.5,1996-03-23
1996,3,24,0.1,39.65,22.14,27.29,0.7,1996-03-24
1996,3,25,0.0,47.89,20.08,31.41,0.8,1996-03-25
1996,3,26,0.0,43.77,26.26,33.47,0.4,1996-03-26
1996,3,27,0.0,38.62,25.23,30.38,0.3,1996-03-27
1996,3,28,0.0,40.68,24.2,32.44,0.3,1996-03-28
1996,3,29,1.3,30.38,25.23,26.26,0.0,1996-03-29
1996,3,30,0.0,38.62,25.23,29.35,1.3,1996-03-30
1996,3,31,0.4,42.74,28.32,34.5,1.3,1996-03-31
1996,4,1,1.3,43.77,29.35,35.53,1.7,1996-04-01
1996,4,2,0.2,42.74,24.2,29.35,1.5,1996-04-02
1996,4,3,0.0,47.89,26.26,34.5,1.5,1996-04-03
1996,4,4,0.2,57.16,35.53,45.83,1.4,1996-04-04
1996,4,5,0.0,60.25,43.77,50.98,0.9,1996-04-05
1996,4,6,1.4,48.92,40.68,44.8,0.3,1996-04-06
1996,4,7,0.0,68.49,46.86,55.1,0.0,1996-04-07
1996,4,8,0.0,62.31,46.86,53.04,0.0,1996-04-08
1996,4,9,0.5,48.92,36.56,42.74,0.0,1996-04-09
1996,4,10,0.6,37.59,32.44,34.5,0.0,1996-04-10
1996,4,11,0.7,39.65,30.38,33.47,0.0,1996-04-11
1996,4,12,0.8,35.53,29.35,30.38,0.0,1996-04-12
1996,4,13,0.6,50.98,30.38,37.59,0.3,1996-04-13
1996,4,14,0.0,59.22,40.68,47.89,0.2,1996-04-14
1996,4,15,0.4,55.1,34.5,45.83,0.1,1996-04-15
1996,4,16,0.8,43.77,31.41,35.53,0.3,1996-04-16
1996,4,17,0.7,45.83,29.35,33.47,0.1,1996-04-17
1996,4,18,0.5,34.5,28.32,30.38,0.2,1996-04-18
1996,4,19,0.4,49.95,28.32,33.47,0.6,1996-04-19
1996,4,20,0.6,49.95,28.32,35.53,0.5,1996-04-20
1996,4,21,0.0,53.04,29.35,40.68,0.2,1996-04-21
1996,4,22,0.4,43.77,36.56,38.62,0.2,1996-04-22
1996,4,23,2.2,45.83,31.41,39.65,0.3,1996-04-23
1996,4,24,0.2,36.56,30.38,32.44,0.1,1996-04-24
1996,4,25,0.6,35.53,30.38,32.44,0.0,1996-04-25
1996,4,26,1.3,34.5,29.35,30.38,0.0,1996-04-26
1996,4,27,0.4,46.86,28.32,33.47,0.0,1996-04-27
1996,4,28,0.0,50.98,29.35,40.68,0.0,1996-04-28
1996,4,29,0.0,48.92,34.5,40.68,0.0,1996-04-29
1996,4,30,0.5,46.86,30.38,35.53,0.0,1996-04-30
1996,5,1,0.8,38.62,27.29,31.41,0.3,1996-05-01
1996,5,2,0.0,42.74,26.26,30.38,0.7,1996-05-02
1996,5,3,1.2,42.74,26.26,31.41,1.5,1996-05-03
1996,5,4,0.0,46.86,26.26,34.5,1.5,1996-05-04
1996,5,5,0.0,52.01,29.35,39.65,1.5,1996-05-05
1996,5,6,0.0,49.95,30.38,36.56,1.2,1996-05-06
1996,5,7,1.1,39.65,28.32,29.35,0.9,1996-05-07
1996,5,8,0.0,43.77,27.29,32.44,1.8,1996-05-08
1996,5,9,0.0,49.95,26.26,35.53,1.7,1996-05-09
1996,5,10,0.0,46.86,29.35,37.59,1.5,1996-05-10
1996,5,11,0.2,47.89,36.56,41.71,1.1,1996-05-11
1996,5,12,0.6,59.22,44.8,49.95,0.7,1996-05-12
1996,5,13,1.5,46.86,41.71,44.8,0.2,1996-05-13
1996,5,14,0.0,46.86,40.68,41.71,0.0,1996-05-14
1996,5,15,0.0,46.86,36.56,39.65,0.0,1996-05-15
1996,5,16,0.0,46.86,33.47,41.71,0.0,1996-05-16
1996,5,17,0.8,53.04,37.59,41.71,0.0,1996-05-17
1996,5,18,1.0,45.83,34.5,37.59,0.0,1996-05-18
1996,5,19,0.4,40.68,32.44,34.5,0.0,1996-05-19
1996,5,20,0.1,44.8,29.35,36.56,0.0,1996-05-20
1996,5,21,0.3,42.74,34.5,37.59,0.0,1996-05-21
1996,5,22,0.7,34.5,28.32,30.38,0.0,1996-05-22
1996,5,23,0.0,46.86,29.35,36.56,0.1,1996-05-23
1996,5,24,0.0,65.4,36.56,50.98,0.0,1996-05-24
1996,5,25,0.0,64.37,41.71,54.07,0.0,1996-05-25
1996,5,26,0.0,57.16,38.62,46.86,0.0,1996-05-26
1996,5,27,0.0,42.74,34.5,38.62,0.0,1996-05-27
1996,5,28,0.4,40.68,32.44,36.56,0.0,1996-05-28
1996,5,29,2.1,38.62,33.47,36.56,0.0,1996-05-29
1996,5,30,0.0,40.68,34.5,37.59,0.0,1996-05-30
1996,5,31,0.0,58.19,37.59,45.83,0.0,1996-05-31
1996,6,1,0.0,65.4,43.77,56.13,0.0,1996-06-01
1996,6,2,0.0,77.76,55.1,66.43,0.0,1996-06-02
1996,6,3,0.0,68.49,45.83,58.19,0.0,1996-06-03
1996,6,4,0.0,45.83,39.65,42.74,0.0,1996-06-04
1996,6,5,0.0,63.34,37.59,49.95,0.0,1996-06-05
1996,6,6,0.0,72.61,47.89,61.28,0.0,1996-06-06
1996,6,7,0.0,57.16,42.74,47.89,0.0,1996-06-07
1996,6,8,0.0,59.22,39.65,47.89,0.0,1996-06-08
1996,6,9,0.0,50.98,39.65,43.77,0.0,1996-06-09
1996,6,10,0.0,59.22,37.59,45.83,0.0,1996-06-10
1996,6,11,0.0,55.1,35.53,43.77,0.0,1996-06-11
1996,6,12,0.1,66.43,38.62,52.01,0.0,1996-06-12
1996,6,13,0.0,57.16,42.74,47.89,0.0,1996-06-13
1996,6,14,0.0,63.34,39.65,49.95,0.0,1996-06-14
1996,6,15,0.0,59.22,40.68,47.89,0.0,1996-06-15
1996,6,16,0.0,53.04,35.53,43.77,0.0,1996-06-16
1996,6,17,0.0,49.95,32.44,36.56,0.0,1996-06-17
1996,6,18,0.9,52.01,32.44,38.62,0.0,1996-06-18
1996,6,19,0.0,60.25,37.59,48.92,0.0,1996-06-19
1996,6,20,0.0,65.4,42.74,54.07,0.0,1996-06-20
1996,6,21,0.0,61.28,41.71,49.95,0.0,1996-06-21
1996,6,22,0.0,44.8,39.65,41.71,0.0,1996-06-22
1996,6,23,0.6,54.07,41.71,44.8,0.0,1996-06-23
1996,6,24,0.4,55.1,40.68,45.83,0.0,1996-06-24
1996,6,25,0.0,59.22,42.74,48.92,0.0,1996-06-25
1996,6,26,0.6,63.34,43.77,52.01,0.0,1996-06-26
1996,6,27,0.2,49.95,42.74,44.8,0.0,1996-06-27
1996,6,28,0.1,47.89,38.62,41.71,0.0,1996-06-28
1996,6,29,0.1,62.31,40.68,49.95,0.0,1996-06-29
1996,6,30,0.0,69.52,45.83,57.16,0.0,1996-06-30
1996,7,1,0.0,71.58,48.92,59.22,0.0,1996-07-01
1996,7,2,0.0,73.64,49.95,59.22,0.0,1996-07-02
1996,7,3,0.0,59.22,45.83,50.98,0.0,1996-07-03
1996,7,4,0.2,48.92,37.59,42.74,0.0,1996-07-04
1996,7,5,0.1,59.22,35.53,46.86,0.0,1996-07-05
1996,7,6,0.0,70.55,41.71,56.13,0.0,1996-07-06
1996,7,7,0.0,78.79,53.04,66.43,0.0,1996-07-07
1996,7,8,0.0,77.76,50.98,66.43,0.0,1996-07-08
1996,7,9,0.0,56.13,42.74,46.86,0.0,1996-07-09
1996,7,10,0.0,67.46,41.71,54.07,0.0,1996-07-10
1996,7,11,0.0,78.79,48.92,65.4,0.0,1996-07-11
1996,7,12,0.0,81.88,58.19,69.52,0.0,1996-07-12
1996,7,13,0.0,84.97,59.22,73.64,0.0,1996-07-13
1996,7,14,0.0,89.09,65.4,76.73,0.0,1996-07-14
1996,7,15,0.0,76.73,49.95,65.4,0.0,1996-07-15
1996,7,16,0.0,62.31,44.8,49.95,0.0,1996-07-16
1996,7,17,0.4,46.86,39.65,41.71,0.0,1996-07-17
1996,7,18,0.2,50.98,38.62,42.74,0.0,1996-07-18
1996,7,19,1.3,43.77,39.65,42.74,0.0,1996-07-19
1996,7,20,0.1,52.01,43.77,47.89,0.0,1996-07-20
1996,7,21,0.0,67.46,44.8,55.1,0.0,1996-07-21
1996,7,22,0.0,78.79,53.04,68.49,0.0,1996-07-22
1996,7,23,0.0,81.88,63.34,72.61,0.0,1996-07-23
1996,7,24,0.0,84.97,62.31,71.58,0.0,1996-07-24
1996,7,25,0.0,84.97,60.25,71.58,0.0,1996-07-25
1996,7,26,0.0,86.0,63.34,75.7,0.0,1996-07-26
1996,7,27,0.0,82.91,61.28,71.58,0.0,1996-07-27
1996,7,28,0.0,80.85,64.37,70.55,0.0,1996-07-28
1996,7,29,0.0,79.82,58.19,68.49,0.0,1996-07-29
1996,7,30,0.0,70.55,52.01,60.25,0.0,1996-07-30
1996,7,31,0.0,71.58,45.83,57.16,0.0,1996-07-31
1996,8,1,0.0,66.43,44.8,54.07,0.0,1996-08-01
1996,8,2,1.5,46.86,41.71,44.8,0.0,1996-08-02
1996,8,3,0.3,49.95,39.65,43.77,0.0,1996-08-03
1996,8,4,0.4,47.89,41.71,44.8,0.0,1996-08-04
1996,8,5,1.1,54.07,37.59,44.8,0.0,1996-08-05
1996,8,6,0.0,68.49,42.74,54.07,0.0,1996-08-06
1996,8,7,0.0,76.73,49.95,64.37,0.0,1996-08-07
1996,8,8,0.0,81.88,62.31,70.55,0.0,1996-08-08
1996,8,9,0.0,82.91,60.25,71.58,0.0,1996-08-09
1996,8,10,0.0,84.97,66.43,74.67,0.0,1996-08-10
1996,8,11,0.0,66.43,47.89,55.1,0.0,1996-08-11
1996,8,12,0.0,nan,nan,nan,0.0,1996-08-12
1996,8,13,0.0,81.88,60.25,70.55,0.0,1996-08-13
1996,8,14,0.0,75.7,49.95,64.37,0.0,1996-08-14
1996,8,15,0.0,70.55,47.89,58.19,0.0,1996-08-15
1996,8,16,0.0,58.19,45.83,50.98,0.0,1996-08-16
1996,8,17,0.0,57.16,39.65,46.86,0.0,1996-08-17
1996,8,18,0.0,54.07,40.68,45.83,0.0,1996-08-18
1996,8,19,0.0,61.28,42.74,49.95,0.0,1996-08-19
1996,8,20,0.1,52.01,42.74,46.86,0.0,1996-08-20
1996,8,21,0.1,63.34,42.74,53.04,0.0,1996-08-21
1996,8,22,0.0,76.73,49.95,63.34,0.0,1996-08-22
1996,8,23,0.0,80.85,62.31,69.52,0.0,1996-08-23
1996,8,24,0.0,87.03,64.37,74.67,0.0,1996-08-24
1996,8,25,0.0,91.15,73.64,80.85,0.0,1996-08-25
1996,8,26,0.0,84.97,54.07,70.55,0.0,1996-08-26
1996,8,27,0.0,57.16,48.92,52.01,0.0,1996-08-27
1996,8,28,0.1,69.52,47.89,58.19,0.0,1996-08-28
1996,8,29,0.1,86.0,59.22,71.58,0.0,1996-08-29
1996,8,30,0.2,59.22,47.89,53.04,0.0,1996-08-30
1996,8,31,0.5,56.13,41.71,47.89,0.0,1996-08-31
1996,9,1,0.1,59.22,42.74,48.92,0.0,1996-09-01
1996,9,2,0.0,64.37,42.74,50.98,0.0,1996-09-02
1996,9,3,0.2,52.01,39.65,45.83,0.0,1996-09-03
1996,9,4,0.2,54.07,38.62,42.74,0.0,1996-09-04
1996,9,5,0.6,45.83,38.62,41.71,0.0,1996-09-05
1996,9,6,0.1,52.01,40.68,45.83,0.0,1996-09-06
1996,9,7,0.4,55.1,42.74,48.92,0.0,1996-09-07
1996,9,8,0.8,53.04,47.89,49.95,0.0,1996-09-08
1996,9,9,0.4,60.25,43.77,48.92,0.0,1996-09-09
1996,9,10,0.0,77.76,48.92,64.37,0.0,1996-09-10
1996,9,11,0.0,81.88,53.04,66.43,0.0,1996-09-11
1996,9,12,0.0,58.19,46.86,48.92,0.0,1996-09-12
1996,9,13,0.0,48.92,44.8,45.83,0.0,1996-09-13
1996,9,14,1.1,52.01,43.77,45.83,0.0,1996-09-14
1996,9,15,1.0,46.86,38.62,40.68,0.0,1996-09-15
1996,9,16,0.5,47.89,38.62,41.71,0.0,1996-09-16
1996,9,17,0.0,48.92,38.62,42.74,0.0,1996-09-17
1996,9,18,0.4,49.95,37.59,42.74,0.0,1996-09-18
1996,9,19,1.2,46.86,38.62,42.74,0.0,1996-09-19
1996,9,20,0.1,43.77,36.56,38.62,0.0,1996-09-20
1996,9,21,0.7,39.65,33.47,36.56,0.0,1996-09-21
1996,9,22,0.2,43.77,32.44,36.56,0.0,1996-09-22
1996,9,23,0.3,56.13,36.56,44.8,0.0,1996-09-23
1996,9,24,0.0,59.22,41.71,47.89,0.0,1996-09-24
1996,9,25,0.0,59.22,44.8,47.89,0.0,1996-09-25
1996,9,26,0.0,65.4,44.8,53.04,0.0,1996-09-26
1996,9,27,0.0,69.52,52.01,58.19,0.0,1996-09-27
1996,9,28,0.0,66.43,49.95,56.13,0.0,1996-09-28
1996,9,29,0.0,65.4,46.86,53.04,0.0,1996-09-29
1996,9,30,0.0,55.1,40.68,45.83,0.0,1996-09-30
1996,10,1,0.0,60.25,38.62,48.92,0.0,1996-10-01
1996,10,2,0.0,63.34,48.92,56.13,0.0,1996-10-02
1996,10,3,0.0,57.16,47.89,52.01,0.0,1996-10-03
1996,10,4,2.1,54.07,41.71,49.95,0.0,1996-10-04
1996,10,5,0.1,49.95,36.56,42.74,0.0,1996-10-05
1996,10,6,0.0,64.37,44.8,53.04,0.0,1996-10-06
1996,10,7,0.0,61.28,48.92,54.07,0.0,1996-10-07
1996,10,8,0.2,75.7,47.89,59.22,0.0,1996-10-08
1996,10,9,0.0,76.73,62.31,66.43,0.0,1996-10-09
1996,10,10,0.0,64.37,45.83,48.92,0.0,1996-10-10
1996,10,11,1.0,45.83,36.56,43.77,0.0,1996-10-11
1996,10,12,0.4,55.1,36.56,43.77,0.0,1996-10-12
1996,10,13,1.0,42.74,36.56,38.62,0.0,1996-10-13
1996,10,14,0.2,42.74,35.53,38.62,0.0,1996-10-14
